page_number,chunk_id,chunk_text
29,page_29_chunk_3,"over time, so employment must grow over time just to 
keep the unemployment rate constant. The second is that output per worker is also 
increasing with time, which implies that output growth is higher than employment 
growth. Suppose, for example, that the labor force grows at 1% and that output per 
worker grows at 2%. Then output growth must be equal to 3% 11% + 2%2 just to 
keep the unemployment rate constant.

The Phillips Curve

Okun’s law implies that, with strong enough growth, one can decrease the unemploy-
ment rate to very low levels. But intuition suggests that, when unemployment becomes 
very low, the economy is likely to overheat, and that this will lead to upward pressure 
on inflation. And, to a large extent, this is true. This relation was first explored in 1958 
by a New"
29,page_29_chunk_4,"and that this will lead to upward pressure 
on inflation. And, to a large extent, this is true. This relation was first explored in 1958 
by a New Zealand economist, A. W. Phillips, and has become known as the Phillips 
curve. Phillips plotted the rate of inflation against the unemployment rate. Since then, 
the Phillips curve has been redefined as a relation between the change in the rate of 
inflation and the unemployment rate. Figure 2-6 plots the change in the inflation rate 
(measured using the CPI) on the vertical axis against the unemployment rate on the 
horizontal axis, together with the line that fits the cloud of points best, for the United 
States since 1960. Looking at the figure again suggests two conclusions:

It should probably be known 
as the Phillips relation, but it is"
29,page_29_chunk_5,"United 
States since 1960. Looking at the figure again suggests two conclusions:

It should probably be known 
as the Phillips relation, but it is 
too late to change that.



■ 
The line is downward sloping, although the fit is not as tight as it was for Okun’s 
law: Higher unemployment leads, on average, to a decrease in inflation; lower 
unemployment leads to an increase in inflation. But this is only true on average. 
Sometimes, high unemployment is associated with an increase in inflation.

32 
Introduction 
The Core"
30,page_30_chunk_1,"6

Figure 2-6

Change in inflation rate (percentage points)

Changes in the 
inflation rate versus the 
unemployment rate in the 
United States, 1960–2010

4

2

A low unemployment rate 
leads to an increase in the in-
flation rate, a high unemploy-
ment rate to a decrease in the 
inflation rate.

0

–2

Source: See Figures 2-3 and 2-4.

–4

–6

3
4
5
6
7
8
9
10

Unemployment (percent)

■ 
The line crosses the horizontal axis at the point where the unemployment rate is 
roughly equal to 6%. In economic terms: When unemployment has been below 6%, 
inflation has typically increased, suggesting that the economy was overheating, oper-
ating above its potential. When unemployment has been above 6%, inflation has typi-
cally decreased, suggesting that the economy was operating below potential."
30,page_30_chunk_2,"its potential. When unemployment has been above 6%, inflation has typi-
cally decreased, suggesting that the economy was operating below potential. But, again 
here, the relation is not tight enough that the unemployment rate at which the econ-
omy  overheats can be pinned down very precisely. This explains why some economists 
 believe that we should try to maintain a lower unemployment rate, say 4 or 5%, and oth-
ers believe that it may be dangerous, leading to overheating and increasing inflation.

Clearly, a successful economy is an economy that combines high output growth, low 
unemployment, and low inflation. Can all these objectives be achieved simultane-
ously? Is low unemployment compatible with low and stable inflation? Do policy mak-
ers have the tools to sustain growth, to"
30,page_30_chunk_3,"be achieved simultane-
ously? Is low unemployment compatible with low and stable inflation? Do policy mak-
ers have the tools to sustain growth, to achieve low unemployment while maintaining 
low inflation? These are the questions we shall take up as we go through the book. The 
next two sections give you the road map.

2-5 The Short Run, the Medium Run, 
the Long Run

What determines the level of aggregate output in an economy?

■ 
Reading newspapers suggests a first answer: Movements in output come from move-
ments in the demand for goods. You probably have read news stories that  begin like 
this: “Production and sales of automobiles were higher last month due to a surge in 
consumer confidence, which drove consumers to showrooms in record numbers.” Sto-
ries like these highlight the"
30,page_30_chunk_4,"higher last month due to a surge in 
consumer confidence, which drove consumers to showrooms in record numbers.” Sto-
ries like these highlight the role demand plays in determining aggregate output; they 
point to factors that affect demand, ranging from consumer confidence to interest rates.
■ 
But, surely, no amount of Indian consumers rushing to Indian showrooms can 
increase India’s output to the level of output in the United States. This suggests 
a second answer: What matters when it comes to aggregate output is the sup-
ply side—how much the economy can produce. How much can be produced de-
pends on how advanced the technology of the country is, how much capital it is 
using, and the size and the skills of its labor force. These factors—not consumer 
confidence—are the fundamental"
30,page_30_chunk_5,"country is, how much capital it is 
using, and the size and the skills of its labor force. These factors—not consumer 
confidence—are the fundamental determinants of a country’s level of output.

Chapter 2 
A Tour of the Book 
33"
31,page_31_chunk_1,"■ 
The previous argument can be taken one step further: Neither technology, nor cap-
ital, nor skills are given. The technological sophistication of a country  depends on 
its ability to innovate and introduce new technologies. The size of its capital stock 
depends on how much people save. The skills of workers depend on the quality 
of the country’s education system. Other factors are also important: If firms are 
to operate efficiently, for example, they need a clear system of laws under which 
to operate and an honest government to enforce those laws. This suggests a third 
answer: The true determinants of output are factors like a country’s education sys-
tem, its saving rate, and the quality of its government. If we want to understand 
what determines the level of output, we must"
31,page_31_chunk_2,"education sys-
tem, its saving rate, and the quality of its government. If we want to understand 
what determines the level of output, we must look at these factors.

You might be wondering at this point, which of the three answers is right? The fact 
is that all three are right. But each applies over a different time frame:

■ 
In the short run, say, a few years, the first answer is the right one. Year-to-year 
movements in output are primarily driven by movements in demand. Changes 
in demand, perhaps due to changes in consumer confidence or other factors, can 
lead to a decrease in output (a recession) or an increase in output (an expansion).
■ 
In the medium run, say, a decade, the second answer is the right one. Over the me-
dium run, the economy tends to return to the level of"
31,page_31_chunk_3,"■ 
In the medium run, say, a decade, the second answer is the right one. Over the me-
dium run, the economy tends to return to the level of output determined by supply 
factors: the capital stock, the level of technology, and the size of the labor force. And, 
over a decade or so, these factors move sufficiently slowly that we can take them as 
given.
■ 
In the long run, say, a few decades or more, the third answer is the right one. To 
understand why China has been able to achieve such a high growth rate since 
1980, we must understand why both the capital stock and the level of technology 
in China are increasing so fast. To do so, we must look at factors like the education 
system, the saving rate, and the role of the government.

This way of thinking about the determinants of output"
31,page_31_chunk_4,"look at factors like the education 
system, the saving rate, and the role of the government.

This way of thinking about the determinants of output underlies macroeconomics, 
and it underlies the organization of this book.

2-6 A Tour of the Book

The book is organized in three parts: A core; two extensions; and, finally, a comprehen-
sive look at the role of macroeconomic policy. This organization is shown in Figure 2-7. 
We now describe it in more detail.

The Core

The core is composed of three parts—the short run, the medium run, and the long run.

■ 
Chapters 3 to 5 look at how output is determined in the short run. To focus on 
the role of demand, we assume that firms are willing to supply any quantity at a 
given price. In other words, we ignore supply constraints. Chapter 3 looks"
31,page_31_chunk_5,"of demand, we assume that firms are willing to supply any quantity at a 
given price. In other words, we ignore supply constraints. Chapter 3 looks at the 
goods market. Chapter 4 focuses on financial markets. Chapter 5 puts the goods 
and financial markets together. The resulting framework is known as the IS–LM 
model. Developed in the late 1930s, the IS–LM model still provides a simple way 
of thinking about the determination of output in the short run, and it remains a 
 basic building block of macroeconomics. It also allows for a first pass at studying 
the  effects of fiscal policy and monetary policy on output.

34 
Introduction 
The Core"
32,page_32_chunk_1,"Figure 2-7

Introduction
A tour of the world (Chapter 1)
A tour of the book (Chapter 2)

The organization  
of the book

The Core

Extension
The short run (IS-LM)
Chapters 3 to 5

Extension

Expectations
Chapters
14 to 17

The open economy
Chapters 18 to 21

The medium run (AS-AD)
Chapters 6 to 9

The long run
Chapters 10 to 13

Back to policy
Chapters 22 to 24

Epilogue
Chapter 25

■ 
Chapters 6 to 9 develop the supply side and look at how output is determined in 
the medium run. Chapter 6 introduces the labor market. Chapter 7 puts together 
goods, financial, and labor markets and shows you how to think about the deter-
mination of output both in the short run and in the medium run. The resulting 
framework is called the aggregate supply–aggregate demand AS–AD model and, 
together with"
32,page_32_chunk_2,"both in the short run and in the medium run. The resulting 
framework is called the aggregate supply–aggregate demand AS–AD model and, 
together with the IS–LM, is another workhorse of macroeconomics. Chapter 8 
 focuses on the relation between unemployment, inflation, and money growth. By 
then, you will have all the elements we need to take a first detailed look at the crisis. 
The crisis is unusual in a number of ways. The initial shock is a major shock to the 
financial system. Both monetary and fiscal policies are facing sharp constraints. As 
a result, the crisis is much deeper than a standard recession, and the recovery is 
proving to be very slow. This is the subject of Chapter 9.
■ 
Chapters 10 to 13 focus on the long run. Chapter 10 introduces the relevant facts 
by looking at"
32,page_32_chunk_3,"be very slow. This is the subject of Chapter 9.
■ 
Chapters 10 to 13 focus on the long run. Chapter 10 introduces the relevant facts 
by looking at the growth of output both across countries and over long periods of 
time. Chapters 11 and 12 discuss how both capital accumulation and technologi-
cal progress determine growth. Chapter 13 looks at the interaction among techno-
logical progress, wages, and unemployment.

Extensions

The core chapters give you a way of thinking about how output (and unemployment, 
and inflation) is determined over the short, medium, and long run. However, they 
leave out several elements, which are explored in two extensions:

■ 
Expectations play an essential role in macroeconomics. Nearly all the economic 
decisions people and firms make—whether or not to"
32,page_32_chunk_4,"two extensions:

■ 
Expectations play an essential role in macroeconomics. Nearly all the economic 
decisions people and firms make—whether or not to buy a car, whether to buy 
bonds or to buy stocks, whether or not to build a new plant—depend on their 
expectations about future income, future profits, future interest rates, and so on. 
Fiscal and monetary policy affect economic activity not only through their direct 
effects, but also through their effects on people’s and firms’ expectations. While we 
touch on these issues in the core, Chapters 14 to 17 offer a more detailed treatment 
and draw the implications for fiscal and monetary policy.

Chapter 2 
A Tour of the Book 
35"
33,page_33_chunk_1,"■ 
The core chapters treat the economy as closed, ignoring its interactions with the 
rest of the world. But the fact is, economies are increasingly open, trading goods 
and services and financial assets with one another. As a result, countries are be-
coming more and more interdependent. The nature of this interdependence and 
the implications for fiscal and monetary policy are the topics of Chapters 18 to 21.

Back to Policy

Monetary policy and fiscal policy are discussed in nearly every chapter of this book. 
But once the core and the extensions have been covered, it is useful to go back and put 
things together in order to assess the role of policy.

■ 
Chapter 22 focuses on general issues of policy, whether macroeconomists really 
know enough about how the economy works to use"
33,page_33_chunk_2,"role of policy.

■ 
Chapter 22 focuses on general issues of policy, whether macroeconomists really 
know enough about how the economy works to use policy as a stabilization tool at 
all, and whether policy makers can be trusted to do what is right.
■ 
Chapters 23 and 24 return to the role of fiscal and monetary policy.

Epilogue

Macroeconomics is not a fixed body of knowledge. It evolves over time. The final chapter, 
Chapter 25, looks at the history of macroeconomics and how macroeconomists have come 
to believe what they believe today. From the outside, macroeconomics sometimes looks 
like a field divided among schools—“Keynesians,” “monetarists,” “new classicals,” “supply-
siders,” and so on—hurling arguments at each other. The actual process of research is more 
orderly and more"
33,page_33_chunk_3,"“new classicals,” “supply-
siders,” and so on—hurling arguments at each other. The actual process of research is more 
orderly and more productive than this image suggests. We identify what we see as the main 
differences among macroeconomists, the set of propositions that define the core of 
macroeconomics today, and the challenges posed to macroeconomists by the crisis.

Summary

■ We can think of GDP, the measure of aggregate output, 
in three equivalent ways: (1) GDP is the value of the fi-
nal goods and services produced in the economy during 
a given period; (2) GDP is the sum of value added in the 
economy during a given period; and (3) GDP is the sum of 
incomes in the economy during a given period.

increases. Macroeconomists look at two measures of the 
price level. The first is"
33,page_33_chunk_4,"GDP is the sum of 
incomes in the economy during a given period.

increases. Macroeconomists look at two measures of the 
price level. The first is the GDP deflator, which is the av-
erage price of the goods produced in the economy. The 
second is the Consumer Price Index (CPI), which is the av-
erage price of goods consumed in the economy.

■ Inflation leads to changes in income distribution, to distor-
tions, and to increased uncertainty.

■ Nominal GDP is the sum of the quantities of final goods 
produced times their current prices. This implies that 
changes in nominal GDP reflect both changes in quanti-
ties and changes in prices. Real GDP is a measure of output. 
Changes in real GDP reflect changes in quantities only.

■ There are two important relations among output, unem-"
33,page_33_chunk_5,"Real GDP is a measure of output. 
Changes in real GDP reflect changes in quantities only.

■ There are two important relations among output, unem-
ployment, and inflation. The first, called Okun’s law, is a 
relation between output growth and the change in unem-
ployment: High output growth typically leads to a decrease 
in the unemployment rate. The second, called the Phillips 
curve, is a relation between unemployment and inflation: 
A low unemployment rate typically leads to an increase in 
the inflation rate.

■ A person is classified as unemployed if he or she does not 
have a job and is looking for one. The unemployment rate 
is the ratio of the number of people unemployed to the 
number of people in the labor force. The labor force is 
the  sum of those employed and those"
33,page_33_chunk_6,"is the ratio of the number of people unemployed to the 
number of people in the labor force. The labor force is 
the  sum of those employed and those unemployed.

■ Macroeconomists distinguish between the short run (a few 
years), the medium run (a decade), and the long run (a few 
decades or more). They think of output as being determined 
by demand in the short run. They think of output as being 
determined by the level of technology, the capital stock, and 
the labor force in the medium run. Finally, they think of out-
put as being determined by factors like education, research, 
saving, and the quality of government in the long run.

■ Economists care about unemployment because of the hu-
man cost it represents. They also look at unemployment 
because it sends a signal about how"
33,page_33_chunk_7,"■ Economists care about unemployment because of the hu-
man cost it represents. They also look at unemployment 
because it sends a signal about how efficiently the economy 
is using its resources. High unemployment indicates that 
the country is not utilizing its resources efficiently.

■ Inflation is a rise in the general level of prices—the price 
level. The inflation rate is the rate at which the price level

36 
Introduction 
The Core"
34,page_34_chunk_1,"Key Terms

labor force, 25
unemployment rate, 26
Current Population Survey (CPS), 26
not in the labor force, 26
discouraged workers, 26
participation rate, 27
underground economy, 28
inflation, 29
price level, 29
inflation rate, 29
deflation, 29
GDP deflator, 29
index number, 29
cost of living, 29
Consumer Price Index (CPI), 29
Okun’s law, 31
Phillips curve, 32
short run, medium run, and long run, 34

national income and product accounts, 20
aggregate output, 20
gross domestic product, GDP, 20
gross national product, GNP, 20
intermediate good, 20
final good, 21
value added, 21
nominal GDP, 22
real GDP, 22
real GDP in chained (2005) dollars, 23
dollar GDP, GDP in current dollars, 23
GDP in terms of goods, GDP in constant dollars, GDP adjusted 
for inflation, GDP in 2005 dollars, 24
real"
34,page_34_chunk_2,"23
dollar GDP, GDP in current dollars, 23
GDP in terms of goods, GDP in constant dollars, GDP adjusted 
for inflation, GDP in 2005 dollars, 24
real GDP per person, 24
GDP growth, expansions, recessions, 24
hedonic pricing, 25
employment, 25
unemployment, 25

Questions and Problems

QUICK CHECK
All Quick Check questions and problems are available 
on MyEconLab.
1. Using the information in this chapter, label each of the fol-
lowing statements true, false, or uncertain.  Explain briefly.
 a. U.S. GDP was 28 times higher in 2010 than it was in 1960.
 b. When the unemployment rate is high, the participation 
rate is also likely to be high.
 c. The rate of unemployment tends to fall during expansions 
and rise during recessions.
 d. If the Japanese CPI is currently at 108 and the U.S. CPI is"
34,page_34_chunk_3,"The rate of unemployment tends to fall during expansions 
and rise during recessions.
 d. If the Japanese CPI is currently at 108 and the U.S. CPI is at 
104, then the Japanese rate of inflation is higher than the 
U.S. rate of inflation.
 e. The rate of inflation computed using the CPI is a better 
 index of inflation than the rate of inflation computed using 
the GDP deflator.
 f. Okun’s law shows that when output growth is lower than 
normal, the unemployment rate tends to rise.
 g. Periods of negative GDP growth are called recessions.
 h. When the economy is functioning normally, the unem-
ployment rate is zero. 
 i. The Phillips curve is a relation between the level of  inflation 
and the level of unemployment.

e. Delta Air Lines sells one of its jets to Denzel Washington 
for $100"
34,page_34_chunk_4,"a relation between the level of  inflation 
and the level of unemployment.

e. Delta Air Lines sells one of its jets to Denzel Washington 
for $100 million.

3. During a given year, the following activities occur:
 i. A silver mining company pays its workers $200,000 to 
mine 75 pounds of silver. The silver is then sold to a jew-
elry manufacturer for $300,000.
 ii. The jewelry manufacturer pays its workers $250,000 to 
make silver necklaces, which the manufacturer sells di-
rectly to consumers for $1,000,000.
 a. Using the production-of-final-goods approach, what is 
GDP in this economy?
 b. What is the value added at each stage of production?  Using 
the value-added approach, what is GDP?
 c. What are the total wages and profits earned? Using the 
 income approach, what is GDP?

4. An"
34,page_34_chunk_5,"Using 
the value-added approach, what is GDP?
 c. What are the total wages and profits earned? Using the 
 income approach, what is GDP?

4. An economy produces three goods: cars, computers, and 
 oranges. Quantities and prices per unit for years 2005 and 2006 
are as follows:

2005
2006

Quantity
Price
Quantity
Price

Cars
10
$2000
 12
$3000
Computers
4
$1000
  6
 $500
Oranges
1000
   $1
1000
   $1

2. Suppose you are measuring annual U.S. GDP by adding up the 
final value of all goods and services produced in the economy. De-
termine the effect on GDP of each of the following transactions.
 a. A seafood restaurant buys $100 worth of fish from a 
fisherman.
 b. A family spends $100 on a fish dinner at a seafood restaurant.
 c. Delta Air Lines buys a new jet from Boeing for $200 million."
34,page_34_chunk_6,"a 
fisherman.
 b. A family spends $100 on a fish dinner at a seafood restaurant.
 c. Delta Air Lines buys a new jet from Boeing for $200 million.
 d. The Greek national airline buys a new jet from Boeing for 
$200 million.

a. What is nominal GDP in 2005 and in 2006? By what per-
centage does nominal GDP change from 2005 to 2006?
 b. Using the prices for 2005 as the set of common prices, 
what is real GDP in 2005 and in 2006? By what percentage 
does real GDP change from 2005 to 2006?

Chapter 2 
A Tour of the Book 
37"
35,page_35_chunk_1,"Now consider the case of a medical checkup for a pregnant 
woman. Suppose that a new ultrasound method is introduced. 
In the first year that this method is available, half of doctors 
 offer the new method, and half offer the old method. A checkup 
using the new method costs 10% more than a checkup using the 
old method.
 b. In percentage terms, how much of a quality increase does 
the new method represent over the old method? (Hint: 
Consider the fact that some women choose to see a doctor 
offering the new method when they could have chosen to 
see a doctor offering the old method.)
Now, in addition, suppose that in the first year the new ultra-
sound method is available, the price of checkups using the new 
method is 15% higher than the price of checkups in the previous 
year (when"
35,page_35_chunk_2,"ultra-
sound method is available, the price of checkups using the new 
method is 15% higher than the price of checkups in the previous 
year (when everyone used the old method).
 c. How much of the higher price for checkups using the new 
method (as compared to checkups in the previous year) re-
flects a true price increase of checkups and how much repre-
sents a quality increase? In other words, how much higher is 
the quality-adjusted price of checkups using the new method 
as compared to the price of checkups in the previous year?
In many cases, the kind of information we used in parts (b) and 
(c) is not available. For example, suppose that in the year the 
new ultrasound method is introduced, all doctors adopt the 
new method, so the old method is no longer used. In addition,"
35,page_35_chunk_3,"that in the year the 
new ultrasound method is introduced, all doctors adopt the 
new method, so the old method is no longer used. In addition, 
continue to assume that the price of checkups in the year the 
new method is introduced is 15% higher than the price of check-
ups in the previous year (when everyone used the old method). 
Thus, we observe a 15% price increase in checkups, but we real-
ize that the quality of checkups has increased.
 d. Under these assumptions, what information required to 
compute the quality-adjusted price increase of checkups 
is lacking? Even without this information, can we say any-
thing about the quality-adjusted price increase of check-
ups? Is it more than 15%? less than 15%? Explain.

c. Using the prices for 2006 as the set of common prices, 
what is"
35,page_35_chunk_4,"price increase of check-
ups? Is it more than 15%? less than 15%? Explain.

c. Using the prices for 2006 as the set of common prices, 
what is real GDP in 2005 and in 2006? By what percentage 
does real GDP change from 2005 to 2006?
 d. Why are the two output growth rates constructed in (b) and 
(c) different? Which one is correct? Explain your answer.

5. Consider the economy described in Problem 4.
 a. Use the prices for 2005 as the set of common prices to 
compute real GDP in 2005 and in 2006. Compute the GDP 
deflator for 2005 and for 2006 and compute the rate of in-
flation from 2005 to 2006.
 b. Use the prices for 2006 as the set of common prices to 
compute real GDP in 2005 and in 2006. Compute the GDP 
deflator for 2005 and for 2006 and compute the rate of in-
flation from 2005 to"
35,page_35_chunk_5,"prices to 
compute real GDP in 2005 and in 2006. Compute the GDP 
deflator for 2005 and for 2006 and compute the rate of in-
flation from 2005 to 2006.
 c. Why are the two rates of inflation different? Which one is 
correct? Explain your answer.

6. Consider the economy described in Problem 4.
 a.  Construct real GDP for years 2005 and 2006 by using the 
average price of each good over the two years.
 b. By what percentage does real GDP change from 2005 to 2006?
 c. What is the GDP deflator in 2005 and 2006? Using the GDP 
deflator, what is the rate of inflation from 2005 to 2006?
 d. Is this an attractive solution to the problems pointed out in 
Problems 4 and 5 (i.e., two different growth rates and two 
different inflation rates, depending on which set of prices 
is used)? (The answer"
35,page_35_chunk_6,"in 
Problems 4 and 5 (i.e., two different growth rates and two 
different inflation rates, depending on which set of prices 
is used)? (The answer is yes and is the basis for the con-
struction of chained-type deflators. See the appendix to 
this chapter for more discussion.)

7. Using macroeconomic relations:
 a. Okun’s law stated that when output growth is higher than 
usual, the unemployment rate tends to fall.  Explain why 
usual output growth is positive.
 b. In which year, a year where output growth is 2% or a year 
where output growth is –2%, will the unemployment rate rise 
more?
 c. The Phillips curve is a relation between the change in the 
inflation rate and the level of the unemployment rate. 
Using the Phillips curve, is the unemployment rate zero 
when the rate of inflation"
35,page_35_chunk_7,"in the 
inflation rate and the level of the unemployment rate. 
Using the Phillips curve, is the unemployment rate zero 
when the rate of inflation is neither rising nor falling.
 d. The Phillips curve is often portrayed a line with a negative 
slope. In the text, the slope is –0.4.  In your opinion, is this 
a “better” economy if the line has a large slope, say –0.8, or 
a smaller slope, say –0.2?

9. Measured and true GDP
Suppose that instead of cooking dinner for an hour, you de-
cide to work an extra hour, earning an additional $12. You then 
purchase some (takeout) Chinese food, which costs you $10.
 a. By how much does measured GDP increase?
 b. Do you think the increase in measured GDP accurately re-
flects the effect on output of your decision to work? Explain.

EXPLORE FURTHER"
35,page_35_chunk_8,"b. Do you think the increase in measured GDP accurately re-
flects the effect on output of your decision to work? Explain.

EXPLORE FURTHER
10. Comparing the recessions of 2009 and 2001: 
One very easy source for data is the Federal Reserve Bank 
of St. Louis FRED database. The series that measures real GDP 
is GDPC1, real GDP in each quarter of the year expressed 
at a seasonally adjusted annual rate (denoted SAAR).  The 
monthly series for the unemployment rate is UNRATE.  You 
can download these series in a variety of ways from this 
database.
 a. Look at the data on quarterly real GDP growth from 1999 
through 2001 and then from 2007 through 2009.  Which 
recession has larger negative values for GDP growth, the 
recession centered on 2000 or the recession centered on 
2008?

DIG"
35,page_35_chunk_9,"through 2009.  Which 
recession has larger negative values for GDP growth, the 
recession centered on 2000 or the recession centered on 
2008?

DIG DEEPER
All Dig Deeper questions and problems are available 
on MyEconLab.
8. Hedonic pricing
As the first Focus box in this chapter explains, it is difficult to 
measure the true increase in prices of goods whose characteristics 
change over time. For such goods, part of any price increase can 
be attributed to an increase in quality. Hedonic pricing offers a 
method to compute the quality-adjusted increase in prices.
 a. Consider the case of a routine medical checkup. Name 
some reasons you might want to use hedonic pricing to 
measure the change in the price of this service.

38 
Introduction 
The Core"
36,page_36_chunk_1,"June 2009. In other words, according to the NBER, the econ-
omy began a recovery in November 2001 and in June 2009. 
Given your answers to parts (a) and (b), do you think the 
labor market recovered as quickly as GDP? Explain.
For more on NBER recession dating, visit www.nber.org. This 
site provides a history of recession dates and some discussion of 
their methodology.

b. The unemployment rate is series UNRATE. Is the unem-
ployment rate higher in the 2001 recession or the 2009 
recession? 
 c. The National Bureau of Economic Research (NBER), which 
dates recessions, identified a recession  beginning in March 
2001 and ending in November 2001.  The equivalent dates 
for the next, longer  recession were December 2007 ending

Further Readings

by Michael Boskin et al., Journal of"
36,page_36_chunk_2,"2001.  The equivalent dates 
for the next, longer  recession were December 2007 ending

Further Readings

by Michael Boskin et al., Journal of Economic Perspectives, 
1998, 12(1): pp. 3–26.

■ If you want to learn more about the definition and the con-
struction of the many economic indicators that are regu-
larly reported on the news—from the help–wanted index to 
the retail sales index—two easy–to–read references are:
 
The Guide to Economic Indicators, by Norman Frumkin, 
3rd edition, M.E. Sharpe, 4th edition, New York, 2005.
 
The Economist Guide to Economic Indicators, by the staff of 
The Economist, 6th edition, Bloomberg, New York, 2007.

■ For a short history of the construction of the National In-
come Accounts, read GDP: One of the Great Inventions of the 
20th Century, Survey"
36,page_36_chunk_3,"■ For a short history of the construction of the National In-
come Accounts, read GDP: One of the Great Inventions of the 
20th Century, Survey of Current Business, January 2000, 1–9. 
(www.bea.gov/bea/articles/beawide/2000/0100od.pdf)

■ For a discussion of some of the problems involved in meas-
uring activity, read “What We Don’t Know Could Hurt Us; 
Some Reflections on the Measurement of Economic Activ-
ity,” by Katherine Abraham, Journal of Economic Perspec-
tives, 2005, 19(3): pp. 3–18.

■ In 1995, the U.S. Senate set up a commission to study the 
construction of the CPI and make recommendations about 
potential changes. The commission concluded that the rate 
of inflation computed using the CPI was on average about 
1% too high. If this conclusion is correct, this implies in"
36,page_36_chunk_4,"concluded that the rate 
of inflation computed using the CPI was on average about 
1% too high. If this conclusion is correct, this implies in 
particular that real wages (nominal wages divided by the 
CPI) have grown 1% more per year than is currently being 
reported. For more on the conclusions of the commission 
and some of the exchanges that followed, read Consumer 
Prices, the Consumer Price Index, and the Cost of Living,

■ To see why it is hard to measure the price level and output 
correctly, read “Viagra and the Wealth of Nations” by Paul 
Krugman, 1998 (www.pkarchive.org/theory/viagra.html). 
(Paul Krugman is an economist at Princeton University and 
a columnist at the New York Times. His columns are opin-
ionated, insightful, and fun to read.)

APPENDIX: The Construction of"
36,page_36_chunk_5,"University and 
a columnist at the New York Times. His columns are opin-
ionated, insightful, and fun to read.)

APPENDIX: The Construction of Real GDP, and Chain-Type Indexes

The example we used in the chapter had only one final good—
cars—so constructing real GDP was easy. But how do we con-
struct real GDP when there is more than one final good? This 
appendix gives the answer.
To understand how real GDP in an economy with many 
final goods is constructed, all you need to do is look at an 
economy where there are just two final goods. What works for 
two goods works just as well for millions of goods.
Suppose that an economy produces two final goods, say 
wine and potatoes:

This information is summarized in the following table.

Nominal GDP in Year 0 and in Year 1.

Year 0

Quantity"
36,page_36_chunk_6,"final goods, say 
wine and potatoes:

This information is summarized in the following table.

Nominal GDP in Year 0 and in Year 1.

Year 0

Quantity
$ Price
$ Value

Potatoes (pounds)
10
1
10

Wine (bottles),

5
5
10
20

Nominal GDP

Year 1

■ In year 0, it produces 10 pounds of potatoes at a price of $1 
a pound, and 5 bottles of wine at a price of $2 a bottle.

Quantity
$ Price
$ Value

■ In year 1, it produces 15 pounds of potatoes at a price of $1 
a pound, and 5 bottles of wine at a price of $3 a bottle.

Potatoes (pounds)
15
1
15

Wine (bottles)

5
3
15
30

■ Nominal GDP in year 0 is therefore equal to $20. Nominal 
GDP in year 1 is equal to $30.

Nominal GDP

Chapter 2 
A Tour of the Book 
39"
37,page_37_chunk_1,"year t as the set of common prices; second, using the prices 
from year t + 1 as the set of common prices. For example, 
the rate of change of GDP from 2006 to 2007 is computed by:
 
(1) Constructing real GDP for 2006 and real GDP for 2007 
using 2006 prices as the set of common prices, and 
computing a first measure of the rate of growth of GDP 
from 2006 to 2007.
 
(2) Constructing real GDP for 2006 and real GDP for 2007 
using 2007 prices as the set of common prices, and 
computing a second measure of the rate of growth of 
GDP from 2006 to 2007.

The rate of growth of nominal GDP from year 0 to year 1 
is equal to 1$30 - $202 >$20 = 50%. But what is the rate of 
growth of real GDP?
Answering this question requires constructing real GDP 
for each of the two years. The basic idea behind"
37,page_37_chunk_2,"But what is the rate of 
growth of real GDP?
Answering this question requires constructing real GDP 
for each of the two years. The basic idea behind constructing 
real GDP is to evaluate the quantities in each year using the 
same set of prices.
Suppose we choose, for example, the prices in year 0. Year 
0 is then called the base year. In this case, the computation is 
as follows:

■ Real GDP in year 0 is the sum of the quantity in year 0 
times the price in year 0 for both goods: 110 * $12 +
15 * $22 = $20.

■ Constructing the rate of change of real GDP as the average 
of these two rates of change.

■ Constructing an index for the level of real GDP by linking—
or chaining—the constructed rates of change for each year. 
The index is set equal to 1 in some arbitrary year. At the time"
37,page_37_chunk_3,"of real GDP by linking—
or chaining—the constructed rates of change for each year. 
The index is set equal to 1 in some arbitrary year. At the time 
this book is written, the arbitrary year is 2005. Given that the 
constructed rate of change from 2005 to 2006 by the BEA is 
2.6%, the index for 2006 equals 11 + 2.6%2 = 1.026. The 
index for 2006 is then obtained by multiplying the index for 
2005 by the rate of change from 2005 to 2006, and so on. 
(You will find the value of this index—multiplied by 100—in 
the second column of Table B3 in the Economic Report of 
the President. Check that it is 100 in 2005 and 102.6 in 2006, 
and so on.)

■ Real GDP in year 1 is the sum of the quantity in year 1 
times the price in year 0 for both goods: 115 * $12 +
15 * $22 = $25.

■ The rate of growth"
